site;y.1;y.2;y.3;y.4;y.5;y.6;y.7;y.8;y.9;y.10;huella;altitud;duration_minutes.1;duration_minutes.2;duration_minutes.3;duration_minutes.4;duration_minutes.5;duration_minutes.6;duration_minutes.7;duration_minutes.8;duration_minutes.9;duration_minutes.10
11745_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1737;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
11751_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2206;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
11752_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2123;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
11756_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2283;165;NA;NA;NA;NA;NA;NA;NA;NA;NA
11760_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2567;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
11760_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2567;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
11760_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2567;208;NA;NA;NA;NA;NA;NA;NA;NA;NA
11760_7;1;0;1;NA;NA;NA;NA;NA;NA;NA;22;2567;180;84;75;NA;NA;NA;NA;NA;NA;NA
11767_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;3402;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
11767_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;3402;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
11767_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;3402;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
11768_0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;62;3436;10;10;NA;NA;NA;NA;NA;NA;NA;NA
11768_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;3436;3;7;NA;NA;NA;NA;NA;NA;NA;NA
11769_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;3524;26;NA;NA;NA;NA;NA;NA;NA;NA;NA
11848_2;0;0;0;0;0;0;0;0;NA;NA;74;997;100;34;60;40;20;14;60;11;NA;NA
11851_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;74;925;60;22;NA;NA;NA;NA;NA;NA;NA;NA
11851_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;925;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
11868_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1174;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
11869_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;1200;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
11869_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;1200;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
11875_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1303;90;200;NA;NA;NA;NA;NA;NA;NA;NA
11876_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1342;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
11880_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1281;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
11883_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1528;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
11887_0;0;0;0;0;0;0;0;0;NA;NA;62;1659;13;10;73;72;25;15;46;7;NA;NA
11887_1;0;0;0;0;0;NA;NA;NA;NA;NA;62;1659;11;20;158;15;4;NA;NA;NA;NA;NA
11887_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1659;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
11887_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1659;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
11887_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1659;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
11887_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1659;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
11888_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1977;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
11888_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1977;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
11891_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2334;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
11897_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;2353;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
11897_10;1;1;1;NA;NA;NA;NA;NA;NA;NA;74;2353;81;46;131;NA;NA;NA;NA;NA;NA;NA
11897_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;2353;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
11897_2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;74;2353;14;101;NA;NA;NA;NA;NA;NA;NA;NA
11897_4;0;1;NA;NA;NA;NA;NA;NA;NA;NA;74;2353;20;9;NA;NA;NA;NA;NA;NA;NA;NA
11897_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;2353;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
11897_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;2353;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
11897_8;1;1;NA;NA;NA;NA;NA;NA;NA;NA;74;2353;7;17;NA;NA;NA;NA;NA;NA;NA;NA
11898_0;1;1;1;1;1;1;1;1;0;NA;60;2333;168;28;76;96;96;162;47;84;100;NA
11898_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;2333;41;33;NA;NA;NA;NA;NA;NA;NA;NA
11898_10;1;1;1;1;1;1;1;1;1;NA;60;2333;35;95;33;36;48;54;24;38;106;NA
11898_11;0;1;1;1;1;0;1;NA;NA;NA;60;2333;75;97;36;42;58;61;82;NA;NA;NA
11898_2;0;1;1;1;NA;NA;NA;NA;NA;NA;60;2333;62;120;157;78;NA;NA;NA;NA;NA;NA
11898_3;1;1;1;0;1;1;1;1;1;1;60;2333;73;56;102;31;68;20;55;39;49;186
11898_4;1;1;1;1;1;1;1;NA;NA;NA;60;2333;69;42;59;77;43;72;57;NA;NA;NA
11898_5;1;1;0;1;0;1;1;1;1;1;60;2333;56;102;165;45;42;71;53;45;53;98
11898_6;1;1;1;1;1;1;1;1;1;NA;60;2333;158;64;95;47;67;92;104;59;47;NA
11898_7;1;1;1;1;1;0;1;1;NA;NA;60;2333;128;30;41;79;33;26;74;18;NA;NA
11898_8;0;0;1;1;0;1;0;1;1;1;60;2333;62;65;48;64;67;59;55;51;49;44
11899_0;1;0;0;0;1;0;0;0;0;0;54;2424;130;72;45;65;52;215;187;5;85;125
11899_1;0;0;0;0;0;0;0;0;0;0;54;2424;95;122;41;89;10;128;86;56;112;145
11899_10;0;0;1;0;0;1;NA;NA;NA;NA;54;2424;134;73;72;34;3;55;NA;NA;NA;NA
11899_11;1;1;0;1;1;0;0;0;1;NA;54;2424;115;58;35;46;80;90;85;87;101;NA
11899_12;0;0;0;NA;NA;NA;NA;NA;NA;NA;54;2424;34;116;14;NA;NA;NA;NA;NA;NA;NA
11899_2;0;0;0;1;0;0;0;NA;NA;NA;54;2424;100;35;115;103;43;14;26;NA;NA;NA
11899_3;0;0;1;0;1;1;0;1;0;1;54;2424;142;74;92;7;145;155;34;8;24;39
11899_4;1;0;1;1;0;1;1;1;1;1;54;2424;30;6;10;125;15;122;54;84;92;96
11899_5;0;0;1;1;1;1;1;0;1;1;54;2424;120;30;83;95;95;149;77;5;103;25
11899_6;1;1;0;0;0;0;0;NA;NA;NA;54;2424;123;90;10;25;102;88;116;NA;NA;NA
11899_7;0;0;1;1;0;0;0;0;1;0;54;2424;120;72;35;164;91;110;108;55;120;30
11899_8;0;0;1;0;0;1;0;0;0;0;54;2424;18;29;124;46;55;125;40;51;39;84
11899_9;0;1;NA;NA;NA;NA;NA;NA;NA;NA;54;2424;152;153;NA;NA;NA;NA;NA;NA;NA;NA
11909_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3640;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
11909_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3640;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
11909_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3640;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
11910_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;3604;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
11910_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;3604;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
11910_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;3604;21;NA;NA;NA;NA;NA;NA;NA;NA;NA
12012_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1173;122;NA;NA;NA;NA;NA;NA;NA;NA;NA
12014_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1209;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
12018_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1408;73;NA;NA;NA;NA;NA;NA;NA;NA;NA
12018_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1408;93;NA;NA;NA;NA;NA;NA;NA;NA;NA
12018_10;0;0;0;0;0;0;NA;NA;NA;NA;77;1408;70;120;106;150;146;120;NA;NA;NA;NA
12018_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1408;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
12018_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1408;103;NA;NA;NA;NA;NA;NA;NA;NA;NA
12018_3;0;0;0;NA;NA;NA;NA;NA;NA;NA;77;1408;29;30;167;NA;NA;NA;NA;NA;NA;NA
12018_6;0;0;0;0;NA;NA;NA;NA;NA;NA;77;1408;132;165;185;161;NA;NA;NA;NA;NA;NA
12018_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;77;1408;60;119;NA;NA;NA;NA;NA;NA;NA;NA
12018_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1408;152;NA;NA;NA;NA;NA;NA;NA;NA;NA
12018_9;0;0;0;NA;NA;NA;NA;NA;NA;NA;77;1408;114;70;214;NA;NA;NA;NA;NA;NA;NA
12019_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;91;1341;60;60;NA;NA;NA;NA;NA;NA;NA;NA
12019_1;0;0;0;1;0;NA;NA;NA;NA;NA;91;1341;39;51;89;180;253;NA;NA;NA;NA;NA
12019_10;0;0;0;0;0;0;0;0;NA;NA;91;1341;115;115;78;90;180;168;87;95;NA;NA
12019_11;0;0;0;0;NA;NA;NA;NA;NA;NA;91;1341;120;59;90;109;NA;NA;NA;NA;NA;NA
12019_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;91;1341;180;190;60;NA;NA;NA;NA;NA;NA;NA
12019_3;0;0;0;0;0;0;0;NA;NA;NA;91;1341;190;91;150;15;131;19;25;NA;NA;NA
12019_4;0;0;0;0;0;NA;NA;NA;NA;NA;91;1341;29;134;221;110;65;NA;NA;NA;NA;NA
12019_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;1341;133;NA;NA;NA;NA;NA;NA;NA;NA;NA
12019_6;0;0;0;0;0;0;0;0;NA;NA;91;1341;48;109;17;133;159;50;50;198;NA;NA
12019_7;0;0;0;0;NA;NA;NA;NA;NA;NA;91;1341;116;195;87;81;NA;NA;NA;NA;NA;NA
12019_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;91;1341;243;144;NA;NA;NA;NA;NA;NA;NA;NA
12019_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;91;1341;89;125;NA;NA;NA;NA;NA;NA;NA;NA
12021_0;0;0;0;0;0;0;NA;NA;NA;NA;65;1343;5;5;5;5;5;5;NA;NA;NA;NA
12021_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1343;152;NA;NA;NA;NA;NA;NA;NA;NA;NA
12021_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1343;36;NA;NA;NA;NA;NA;NA;NA;NA;NA
12023_4;0;0;0;0;0;0;NA;NA;NA;NA;65;1541;115;293;120;297;293;127;NA;NA;NA;NA
12023_6;1;1;NA;NA;NA;NA;NA;NA;NA;NA;65;1541;201;90;NA;NA;NA;NA;NA;NA;NA;NA
12024_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1470;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
12025_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1571;243;NA;NA;NA;NA;NA;NA;NA;NA;NA
12026_0;0;1;0;0;0;0;0;0;0;0;62;1491;66;15;12;36;63;75;20;5;5;5
12026_1;0;0;0;0;0;0;0;0;0;0;62;1491;4;19;39;20;12;41;19;38;48;47
12026_10;0;0;0;0;0;0;NA;NA;NA;NA;62;1491;26;70;122;8;5;11;NA;NA;NA;NA
12026_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1491;79;NA;NA;NA;NA;NA;NA;NA;NA;NA
12026_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1491;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
12026_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1491;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
12026_4;1;0;0;0;0;NA;NA;NA;NA;NA;62;1491;64;65;97;161;135;NA;NA;NA;NA;NA
12026_5;0;0;0;0;NA;NA;NA;NA;NA;NA;62;1491;60;43;135;112;NA;NA;NA;NA;NA;NA
12026_6;0;1;NA;NA;NA;NA;NA;NA;NA;NA;62;1491;73;183;NA;NA;NA;NA;NA;NA;NA;NA
12026_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1491;185;240;NA;NA;NA;NA;NA;NA;NA;NA
12026_8;0;1;0;NA;NA;NA;NA;NA;NA;NA;62;1491;24;153;41;NA;NA;NA;NA;NA;NA;NA
12026_9;1;1;1;0;NA;NA;NA;NA;NA;NA;62;1491;196;201;142;47;NA;NA;NA;NA;NA;NA
12031_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;54;2250;120;60;NA;NA;NA;NA;NA;NA;NA;NA
12037_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2469;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
12038_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2365;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
12038_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2365;172;NA;NA;NA;NA;NA;NA;NA;NA;NA
12039_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2398;207;NA;NA;NA;NA;NA;NA;NA;NA;NA
12039_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2398;133;NA;NA;NA;NA;NA;NA;NA;NA;NA
12039_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2398;166;NA;NA;NA;NA;NA;NA;NA;NA;NA
12039_3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;57;2398;150;131;NA;NA;NA;NA;NA;NA;NA;NA
12039_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2398;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
12039_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2398;223;NA;NA;NA;NA;NA;NA;NA;NA;NA
12040_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2536;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
12040_10;1;1;NA;NA;NA;NA;NA;NA;NA;NA;54;2536;16;171;NA;NA;NA;NA;NA;NA;NA;NA
12040_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2536;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
12040_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2536;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
12040_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2536;183;NA;NA;NA;NA;NA;NA;NA;NA;NA
12040_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2536;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
12040_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2536;23;NA;NA;NA;NA;NA;NA;NA;NA;NA
12041_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2619;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
12041_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2619;95;NA;NA;NA;NA;NA;NA;NA;NA;NA
12041_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2619;194;NA;NA;NA;NA;NA;NA;NA;NA;NA
12041_4;0;0;0;NA;NA;NA;NA;NA;NA;NA;25;2619;29;13;105;NA;NA;NA;NA;NA;NA;NA
12041_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2619;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
12041_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2619;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
12042_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2750;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
12050_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3704;29;NA;NA;NA;NA;NA;NA;NA;NA;NA
12051_0;1;1;0;1;1;NA;NA;NA;NA;NA;74;3764;4;7;20;240;240;NA;NA;NA;NA;NA
12051_1;0;0;1;0;NA;NA;NA;NA;NA;NA;74;3764;48;40;84;25;NA;NA;NA;NA;NA;NA
12051_10;0;0;0;0;0;0;0;NA;NA;NA;74;3764;53;60;20;13;38;9;171;NA;NA;NA
12051_11;1;0;0;1;0;0;0;0;0;0;74;3764;30;28;47;3;3;27;13;16;30;19
12051_12;0;1;0;0;NA;NA;NA;NA;NA;NA;74;3764;69;60;14;25;NA;NA;NA;NA;NA;NA
12051_2;0;0;0;0;0;0;0;1;0;NA;74;3764;48;18;42;30;35;31;29;180;79;NA
12051_3;0;1;NA;NA;NA;NA;NA;NA;NA;NA;74;3764;30;73;NA;NA;NA;NA;NA;NA;NA;NA
12051_4;1;0;0;NA;NA;NA;NA;NA;NA;NA;74;3764;20;120;41;NA;NA;NA;NA;NA;NA;NA
12051_5;0;0;0;NA;NA;NA;NA;NA;NA;NA;74;3764;74;2;95;NA;NA;NA;NA;NA;NA;NA
12051_6;1;0;0;0;0;0;0;1;1;0;74;3764;93;14;4;60;90;15;62;16;15;90
12051_7;0;0;0;1;1;0;1;1;NA;NA;74;3764;45;60;80;200;138;30;180;100;NA;NA
12051_8;1;0;1;1;0;NA;NA;NA;NA;NA;74;3764;30;115;120;90;9;NA;NA;NA;NA;NA
12051_9;1;0;0;0;1;1;0;0;NA;NA;74;3764;155;38;16;46;173;120;15;15;NA;NA
12138_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1521;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
12138_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1521;14;NA;NA;NA;NA;NA;NA;NA;NA;NA
12150_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;60;1327;60;103;6;NA;NA;NA;NA;NA;NA;NA
12152_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1261;126;NA;NA;NA;NA;NA;NA;NA;NA;NA
12153_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1234;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
12154_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1272;57;NA;NA;NA;NA;NA;NA;NA;NA;NA
12155_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1275;19;69;NA;NA;NA;NA;NA;NA;NA;NA
12155_3;0;0;0;0;0;NA;NA;NA;NA;NA;62;1275;39;64;19;49;51;NA;NA;NA;NA;NA
12160_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1378.5;18;NA;NA;NA;NA;NA;NA;NA;NA;NA
12160_10;0;0;0;0;NA;NA;NA;NA;NA;NA;97;1378.5;25;66;83;214;NA;NA;NA;NA;NA;NA
12160_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1378.5;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
12160_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;97;1378.5;17;7;NA;NA;NA;NA;NA;NA;NA;NA
12160_3;0;0;0;NA;NA;NA;NA;NA;NA;NA;97;1378.5;14;10;108;NA;NA;NA;NA;NA;NA;NA
12160_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1378.5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
12160_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1378.5;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
12160_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1378.5;17;NA;NA;NA;NA;NA;NA;NA;NA;NA
12160_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1378.5;33;NA;NA;NA;NA;NA;NA;NA;NA;NA
12162_0;0;0;0;0;0;0;NA;NA;NA;NA;65;1344;5;5;5;5;5;5;NA;NA;NA;NA
12162_11;0;0;0;0;0;0;0;0;0;0;65;1344;5;6;7;5;12;5;6;9;19;9
12162_12;0;0;1;NA;NA;NA;NA;NA;NA;NA;65;1344;132;70;41;NA;NA;NA;NA;NA;NA;NA
12162_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1344;250;NA;NA;NA;NA;NA;NA;NA;NA;NA
12162_7;1;0;NA;NA;NA;NA;NA;NA;NA;NA;65;1344;91;46;NA;NA;NA;NA;NA;NA;NA;NA
12162_8;0;0;0;1;NA;NA;NA;NA;NA;NA;65;1344;39;120;153;180;NA;NA;NA;NA;NA;NA
12162_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;65;1344;204;78;NA;NA;NA;NA;NA;NA;NA;NA
12163_0;0;0;0;0;0;0;NA;NA;NA;NA;65;1384;5;5;5;5;5;5;NA;NA;NA;NA
12163_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1384;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
12163_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1384;34;NA;NA;NA;NA;NA;NA;NA;NA;NA
12163_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1384;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
12164_10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;65;1418;2;23;NA;NA;NA;NA;NA;NA;NA;NA
12164_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1418;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
12164_7;1;0;NA;NA;NA;NA;NA;NA;NA;NA;65;1418;60;35;NA;NA;NA;NA;NA;NA;NA;NA
12164_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1418;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
12165_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1495;230;NA;NA;NA;NA;NA;NA;NA;NA;NA
12165_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1495;43;180;NA;NA;NA;NA;NA;NA;NA;NA
12165_4;0;0;0;0;0;NA;NA;NA;NA;NA;62;1495;237;241;100;20;92;NA;NA;NA;NA;NA
12165_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1495;41;NA;NA;NA;NA;NA;NA;NA;NA;NA
12165_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1495;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
12167_0;0;0;1;0;0;0;NA;NA;NA;NA;60;1555;9;10;3;5;5;5;NA;NA;NA;NA
12167_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1555;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
12167_10;1;1;0;0;0;NA;NA;NA;NA;NA;60;1555;110;20;6;7;5;NA;NA;NA;NA;NA
12168_0;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;1557;5;5;5;NA;NA;NA;NA;NA;NA;NA
12168_10;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;1557;5;6;8;NA;NA;NA;NA;NA;NA;NA
12169_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1790;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
12179_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2447;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
12179_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2447;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
12180_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2448;68;NA;NA;NA;NA;NA;NA;NA;NA;NA
12180_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2448;23;NA;NA;NA;NA;NA;NA;NA;NA;NA
12180_2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2448;65;NA;NA;NA;NA;NA;NA;NA;NA;NA
12180_3;0;0;1;NA;NA;NA;NA;NA;NA;NA;57;2448;80;120;54;NA;NA;NA;NA;NA;NA;NA
12180_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2448;219;NA;NA;NA;NA;NA;NA;NA;NA;NA
12181_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2498;24;NA;NA;NA;NA;NA;NA;NA;NA;NA
12183_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2744;280;NA;NA;NA;NA;NA;NA;NA;NA;NA
12183_1;0;1;1;0;NA;NA;NA;NA;NA;NA;40;2744;149;240;155;221;NA;NA;NA;NA;NA;NA
12183_10;0;0;1;0;0;0;NA;NA;NA;NA;40;2744;85;85;73;89;300;47;NA;NA;NA;NA
12183_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2744;193;NA;NA;NA;NA;NA;NA;NA;NA;NA
12183_2;1;1;1;0;0;1;0;0;0;NA;40;2744;143;206;93;40;26;30;30;10;5;NA
12183_4;1;0;0;0;0;1;0;1;1;NA;40;2744;300;60;92;30;59;180;20;60;240;NA
12183_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;40;2744;170;11;NA;NA;NA;NA;NA;NA;NA;NA
12183_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2744;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
12183_7;1;0;0;0;0;1;1;1;0;NA;40;2744;288;9;43;112;242;4;88;300;240;NA
12183_8;1;1;1;NA;NA;NA;NA;NA;NA;NA;40;2744;87;39;269;NA;NA;NA;NA;NA;NA;NA
12183_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2744;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
12184_3;0;1;NA;NA;NA;NA;NA;NA;NA;NA;25;2848;67;60;NA;NA;NA;NA;NA;NA;NA;NA
12184_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2848;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
12191_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;3820;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
